year,male,female
1971,Anthony,Abigail
1971,Joseph,Luna
1971,Ethan,Emilia
1971,Jackson,Penelope
1971,Aiden,Ella
1971,Julian,Aria
1971,Levi,Grace
1971,Luca,Scarlett
1971,John,Chloe
1971,Jacob,Violet
1971,Charles,Isla
1971,Thomas,Zoey
1971,Wyatt,Hazel
1971,Isaac,Lily
1971,Miles,Maya
1971,David,Nova
1971,Gabriel,Eliana
1971,Matthew,Lillian
1971,Lincoln,Madison
1971,Carter,Willow
1971,Cameron,Ellie
1971,Samuel,Victoria
1971,Luke,Stella
1971,Dylan,Elena
1971,Grayson,Lucy
1971,Santiago,Riley
1971,Asher,Zoe
1971,Nolan,Addison
1971,Leonardo,Delilah
1971,Elias,Leilani
1971,Hudson,Hannah
1971,Nathan,Quinn
1971,Jayden,Ivy
1971,Josiah,Natalia
1971,Ryan,Naomi
1971,Caleb,Brooklyn
1971,Isaiah,Natalie
1971,Maverick,Leah
1971,Ezra,Ruby
1971,Adam,Vivian
1971,Christopher,Liliana
1971,Jaxon,Maeve
1971,Adrian,Everly
1971,Joshua,Hailey
1971,Dominic,Aubrey
1971,Nicholas,Madelyn
1971,Jonathan,Audrey
1971,Andrew,Savannah
1971,Gael,Aurora
1971,Connor,Claire
1971,Ezekiel,Josephine
1971,Landon,Bella
1971,Emmett,Gabriella
1971,Angel,Kinsley
1971,Bennett,Samantha
1971,Jordan,Aaliyah
1971,Brooks,Madeline
1971,Vincent,Eloise
1971,Everett,Skylar
1971,Aaron,Anna
1971,Declan,Ximena
1971,Amir,Julia
1971,Wesley,Ayla
1971,Eli,Cecilia
1971,Kai,Kennedy
1971,Damian,Sophie
1971,Robert,Margaret
1971,Axel,Ariana
1971,Beau,Autumn
1971,Easton,Allison
1971,Colton,Valentina
1971,Cooper,Clara
1971,George,Piper
1971,Ian,Eva
1971,Christian,Mackenzie
1971,Roman,Alice
1971,Messiah,Cora
1971,Theo,Paisley
1971,Jaxson,Serenity
1971,Austin,Rose
1971,Giovanni, 
1972,Noah,Olivia
1972,Liam,Emma
1972,Oliver,Sophia
1972,Henry,Charlotte
1972,Benjamin,Amelia
1972,Alexander,Ava
1972,Theodore,Isabella
1972,William,Mia
1972,Mateo,Evelyn
1972,Logan,Camila
1972,James,Sofia
1972,Lucas,Gianna
1972,Owen,Eleanor
1972,Daniel,Nora
1972,Jack,Layla
1972,Michael,Emily
1972,Leo,Elizabeth
1972,Elijah,Harper
1972,Sebastian,Mila
1972,Mason,Avery
1972,Anthony,Abigail
1972,Joseph,Luna
1972,Ethan,Emilia
1972,Jackson,Penelope
1972,Aiden,Ella
1972,Julian,Aria
1972,Levi,Grace
1972,Luca,Scarlett
1972,John,Chloe
1972,Jacob,Violet
1972,Charles,Isla
1972,Thomas,Zoey
1972,Wyatt,Hazel
1972,Isaac,Lily
1972,Miles,Maya
1972,David,Nova
1972,Gabriel,Eliana
1972,Matthew,Lillian
1972,Lincoln,Madison
1972,Carter,Willow
1972,Cameron,Ellie
1972,Samuel,Victoria
1972,Luke,Stella
1972,Dylan,Elena
1972,Grayson,Lucy
1972,Santiago,Riley
1972,Asher,Zoe
1972,Nolan,Addison
1972,Leonardo,Delilah
1972,Elias,Leilani
1972,Hudson,Hannah
1972,Nathan,Quinn
1972,Jayden,Ivy
1972,Josiah,Natalia
1972,Ryan,Naomi
1972,Caleb,Brooklyn
1972,Isaiah,Natalie
1972,Maverick,Leah
1972,Ezra,Ruby
1972,Adam,Vivian
1972,Christopher,Liliana
1972,Jaxon,Maeve
1972,Adrian,Everly
1972,Joshua,Hailey
1972,Dominic,Aubrey
1972,Nicholas,Madelyn
1972,Jonathan,Audrey
1972,Andrew,Savannah
1972,Gael,Aurora
1972,Connor,Claire
1972,Ezekiel,Josephine
1972,Landon,Bella
1972,Emmett,Gabriella
1972,Angel,Kinsley
1972,Bennett,Samantha
1972,Jordan,Aaliyah
1972,Brooks,Madeline
1972,Vincent,Eloise
1972,Everett,Skylar
1972,Aaron,Anna
1972,Declan,Ximena
1972,Amir,Julia
1972,Wesley,Ayla
1972,Eli,Cecilia
1972,Kai,Kennedy
1972,Damian,Sophie
1972,Robert,Margaret
1972,Axel,Ariana
1972,Beau,Autumn
1972,Easton,Allison
1972,Colton,Valentina
1972,Cooper,Clara
1972,George,Piper
1972,Ian,Eva
1972,Christian,Mackenzie
1972,Roman,Alice
1972,Messiah,Cora
1972,Theo,Paisley
1972,Jaxson,Serenity
1972,Austin,Rose
1972,Giovanni, 
1973,Noah,Olivia
1973,Liam,Emma
1973,Oliver,Sophia
1973,Henry,Charlotte
1973,Benjamin,Amelia
1973,Alexander,Ava
1973,Theodore,Isabella
1973,William,Mia
1973,Mateo,Evelyn
1973,Logan,Camila
1973,James,Sofia
1973,Lucas,Gianna
1973,Owen,Eleanor
1973,Daniel,Nora
1973,Jack,Layla
1973,Michael,Emily
1973,Leo,Elizabeth
1973,Elijah,Harper
1973,Sebastian,Mila
1973,Mason,Avery
1973,Anthony,Abigail
1973,Joseph,Luna
1973,Ethan,Emilia
1973,Jackson,Penelope
1973,Aiden,Ella
1973,Julian,Aria
1973,Levi,Grace
1973,Luca,Scarlett
1973,John,Chloe
1973,Jacob,Violet
1973,Charles,Isla
1973,Thomas,Zoey
1973,Wyatt,Hazel
1973,Isaac,Lily
1973,Miles,Maya
1973,David,Nova
1973,Gabriel,Eliana
1973,Matthew,Lillian
1973,Lincoln,Madison
1973,Carter,Willow
1973,Cameron,Ellie
1973,Samuel,Victoria
1973,Luke,Stella
1973,Dylan,Elena
1973,Grayson,Lucy
1973,Santiago,Riley
1973,Asher,Zoe
1973,Nolan,Addison
1973,Leonardo,Delilah
1973,Elias,Leilani
1973,Hudson,Hannah
1973,Nathan,Quinn
1973,Jayden,Ivy
1973,Josiah,Natalia
1973,Ryan,Naomi
1973,Caleb,Brooklyn
1973,Isaiah,Natalie
1973,Maverick,Leah
1973,Ezra,Ruby
1973,Adam,Vivian
1973,Christopher,Liliana
1973,Jaxon,Maeve
1973,Adrian,Everly
1973,Joshua,Hailey
1973,Dominic,Aubrey
1973,Nicholas,Madelyn
1973,Jonathan,Audrey
1973,Andrew,Savannah
1973,Gael,Aurora
1973,Connor,Claire
1973,Ezekiel,Josephine
1973,Landon,Bella
1973,Emmett,Gabriella
1973,Angel,Kinsley
1973,Bennett,Samantha
1973,Jordan,Aaliyah
1973,Brooks,Madeline
1973,Vincent,Eloise
1973,Everett,Skylar
1973,Aaron,Anna
1973,Declan,Ximena
1973,Amir,Julia
1973,Wesley,Ayla
1973,Eli,Cecilia
1973,Kai,Kennedy
1973,Damian,Sophie
1973,Robert,Margaret
1973,Axel,Ariana
1973,Beau,Autumn
1973,Easton,Allison
1973,Colton,Valentina
1973,Cooper,Clara
1973,George,Piper
1973,Ian,Eva
1973,Christian,Mackenzie
1973,Roman,Alice
1973,Messiah,Cora
1973,Theo,Paisley
1973,Jaxson,Serenity
1973,Austin,Rose
1973,Giovanni, 
1974,Noah,Olivia
1974,Liam,Emma
1974,Oliver,Sophia
1974,Henry,Charlotte
1974,Benjamin,Amelia
1974,Alexander,Ava
1974,Theodore,Isabella
1974,William,Mia
1974,Mateo,Evelyn
1974,Logan,Camila
1974,James,Sofia
1974,Lucas,Gianna
1974,Owen,Eleanor
1974,Daniel,Nora
1974,Jack,Layla
1974,Michael,Emily
1974,Leo,Elizabeth
1974,Elijah,Harper
1974,Sebastian,Mila
1974,Mason,Avery
1974,Anthony,Abigail
1974,Joseph,Luna
1974,Ethan,Emilia
1974,Jackson,Penelope
1974,Aiden,Ella
1974,Julian,Aria
1974,Levi,Grace
1974,Luca,Scarlett
1974,John,Chloe
1974,Jacob,Violet
1974,Charles,Isla
1974,Thomas,Zoey
1974,Wyatt,Hazel
1974,Isaac,Lily
1974,Miles,Maya
1974,David,Nova
1974,Gabriel,Eliana
1974,Matthew,Lillian
1974,Lincoln,Madison
1974,Carter,Willow
1974,Cameron,Ellie
1974,Samuel,Victoria
1974,Luke,Stella
1974,Dylan,Elena
1974,Grayson,Lucy
1974,Santiago,Riley
1974,Asher,Zoe
1974,Nolan,Addison
1974,Leonardo,Delilah
1974,Elias,Leilani
1974,Hudson,Hannah
1974,Nathan,Quinn
1974,Jayden,Ivy
1974,Josiah,Natalia
1974,Ryan,Naomi
1974,Caleb,Brooklyn
1974,Isaiah,Natalie
1974,Maverick,Leah
1974,Ezra,Ruby
1974,Adam,Vivian
1974,Christopher,Liliana
1974,Jaxon,Maeve
1974,Adrian,Everly
1974,Joshua,Hailey
1974,Dominic,Aubrey
1974,Nicholas,Madelyn
1974,Jonathan,Audrey
1974,Andrew,Savannah
1974,Gael,Aurora
1974,Connor,Claire
1974,Ezekiel,Josephine
1974,Landon,Bella
1974,Emmett,Gabriella
1974,Angel,Kinsley
1974,Bennett,Samantha
1974,Jordan,Aaliyah
1974,Brooks,Madeline
1974,Vincent,Eloise
1974,Everett,Skylar
1974,Aaron,Anna
1974,Declan,Ximena
1974,Amir,Julia
1974,Wesley,Ayla
1974,Eli,Cecilia
1974,Kai,Kennedy
1974,Damian,Sophie
1974,Robert,Margaret
1974,Axel,Ariana
1974,Beau,Autumn
1974,Easton,Allison
1974,Colton,Valentina
1974,Cooper,Clara
1974,George,Piper
1974,Ian,Eva
1974,Christian,Mackenzie
1974,Roman,Alice
1974,Messiah,Cora
1974,Theo,Paisley
1974,Jaxson,Serenity
1974,Austin,Rose
1974,Giovanni, 
1975,Noah,Olivia
1975,Liam,Emma
1975,Oliver,Sophia
1975,Henry,Charlotte
1975,Benjamin,Amelia
1975,Alexander,Ava
1975,Theodore,Isabella
1975,William,Mia
1975,Mateo,Evelyn
1975,Logan,Camila
1975,James,Sofia
1975,Lucas,Gianna
1975,Owen,Eleanor
1975,Daniel,Nora
1975,Jack,Layla
1975,Michael,Emily
1975,Leo,Elizabeth
1975,Elijah,Harper
1975,Sebastian,Mila
1975,Mason,Avery
1975,Anthony,Abigail
1975,Joseph,Luna
1975,Ethan,Emilia
1975,Jackson,Penelope
1975,Aiden,Ella
1975,Julian,Aria
1975,Levi,Grace
1975,Luca,Scarlett
1975,John,Chloe
1975,Jacob,Violet
1975,Charles,Isla
1975,Thomas,Zoey
1975,Wyatt,Hazel
1975,Isaac,Lily
1975,Miles,Maya
1975,David,Nova
1975,Gabriel,Eliana
1975,Matthew,Lillian
1975,Lincoln,Madison
1975,Carter,Willow
1975,Cameron,Ellie
1975,Samuel,Victoria
1975,Luke,Stella
1975,Dylan,Elena
1975,Grayson,Lucy
1975,Santiago,Riley
1975,Asher,Zoe
1975,Nolan,Addison
1975,Leonardo,Delilah
1975,Elias,Leilani
1975,Hudson,Hannah
1975,Nathan,Quinn
1975,Jayden,Ivy
1975,Josiah,Natalia
1975,Ryan,Naomi
1975,Caleb,Brooklyn
1975,Isaiah,Natalie
1975,Maverick,Leah
1975,Ezra,Ruby
1975,Adam,Vivian
1975,Christopher,Liliana
1975,Jaxon,Maeve
1975,Adrian,Everly
1975,Joshua,Hailey
1975,Dominic,Aubrey
1975,Nicholas,Madelyn
1975,Jonathan,Audrey
1975,Andrew,Savannah
1975,Gael,Aurora
1975,Connor,Claire
1975,Ezekiel,Josephine
1975,Landon,Bella
1975,Emmett,Gabriella
1975,Angel,Kinsley
1975,Bennett,Samantha
1975,Jordan,Aaliyah
1975,Brooks,Madeline
1975,Vincent,Eloise
1975,Everett,Skylar
1975,Aaron,Anna
1975,Declan,Ximena
1975,Amir,Julia
1975,Wesley,Ayla
1975,Eli,Cecilia
1975,Kai,Kennedy
1975,Damian,Sophie
1975,Robert,Margaret
1975,Axel,Ariana
1975,Beau,Autumn
1975,Easton,Allison
1975,Colton,Valentina
1975,Cooper,Clara
1975,George,Piper
1975,Ian,Eva
1975,Christian,Mackenzie
1975,Roman,Alice
1975,Messiah,Cora
1975,Theo,Paisley
1975,Jaxson,Serenity
1975,Austin,Rose
1975,Giovanni, 
1976,Noah,Olivia
1976,Liam,Emma
1976,Oliver,Sophia
1976,Henry,Charlotte
1976,Benjamin,Amelia
1976,Alexander,Ava
1976,Theodore,Isabella
1976,William,Mia
1976,Mateo,Evelyn
1976,Logan,Camila
1976,James,Sofia
1976,Lucas,Gianna
1976,Owen,Eleanor
1976,Daniel,Nora
1976,Jack,Layla
1976,Michael,Emily
1976,Leo,Elizabeth
1976,Elijah,Harper
1976,Sebastian,Mila
1976,Mason,Avery
1976,Anthony,Abigail
1976,Joseph,Luna
1976,Ethan,Emilia
1976,Jackson,Penelope
1976,Aiden,Ella
1976,Julian,Aria
1976,Levi,Grace
1976,Luca,Scarlett
1976,John,Chloe
1976,Jacob,Violet
1976,Charles,Isla
1976,Thomas,Zoey
1976,Wyatt,Hazel
1976,Isaac,Lily
1976,Miles,Maya
1976,David,Nova
1976,Gabriel,Eliana
1976,Matthew,Lillian
1976,Lincoln,Madison
1976,Carter,Willow
1976,Cameron,Ellie
1976,Samuel,Victoria
1976,Luke,Stella
1976,Dylan,Elena
1976,Grayson,Lucy
1976,Santiago,Riley
1976,Asher,Zoe
1976,Nolan,Addison
1976,Leonardo,Delilah
1976,Elias,Leilani
1976,Hudson,Hannah
1976,Nathan,Quinn
1976,Jayden,Ivy
1976,Josiah,Natalia
1976,Ryan,Naomi
1976,Caleb,Brooklyn
1976,Isaiah,Natalie
1976,Maverick,Leah
1976,Ezra,Ruby
1976,Adam,Vivian
1976,Christopher,Liliana
1976,Jaxon,Maeve
1976,Adrian,Everly
1976,Joshua,Hailey
1976,Dominic,Aubrey
1976,Nicholas,Madelyn
1976,Jonathan,Audrey
1976,Andrew,Savannah
1976,Gael,Aurora
1976,Connor,Claire
1976,Ezekiel,Josephine
1976,Landon,Bella
1976,Emmett,Gabriella
1976,Angel,Kinsley
1976,Bennett,Samantha
1976,Jordan,Aaliyah
1976,Brooks,Madeline
1976,Vincent,Eloise
1976,Everett,Skylar
1976,Aaron,Anna
1976,Declan,Ximena
1976,Amir,Julia
1976,Wesley,Ayla
1976,Eli,Cecilia
1976,Kai,Kennedy
1976,Damian,Sophie
1976,Robert,Margaret
1976,Axel,Ariana
1976,Beau,Autumn
1976,Easton,Allison
1976,Colton,Valentina
1976,Cooper,Clara
1976,George,Piper
1976,Ian,Eva
1976,Christian,Mackenzie
1976,Roman,Alice
1976,Messiah,Cora
1976,Theo,Paisley
1976,Jaxson,Serenity
1976,Austin,Rose
1976,Giovanni, 
1977,Noah,Olivia
1977,Liam,Emma
1977,Oliver,Sophia
1977,Henry,Charlotte
1977,Benjamin,Amelia
1977,Alexander,Ava
1977,Theodore,Isabella
1977,William,Mia
1977,Mateo,Evelyn
1977,Logan,Camila
1977,James,Sofia
1977,Lucas,Gianna
1977,Owen,Eleanor
1977,Daniel,Nora
1977,Jack,Layla
1977,Michael,Emily
1977,Leo,Elizabeth
1977,Elijah,Harper
1977,Sebastian,Mila
1977,Mason,Avery
1977,Anthony,Abigail
1977,Joseph,Luna
1977,Ethan,Emilia
1977,Jackson,Penelope
1977,Aiden,Ella
1977,Julian,Aria
1977,Levi,Grace
1977,Luca,Scarlett
1977,John,Chloe
1977,Jacob,Violet
1977,Charles,Isla
1977,Thomas,Zoey
1977,Wyatt,Hazel
1977,Isaac,Lily
1977,Miles,Maya
1977,David,Nova
1977,Gabriel,Eliana
1977,Matthew,Lillian
1977,Lincoln,Madison
1977,Carter,Willow
1977,Cameron,Ellie
1977,Samuel,Victoria
1977,Luke,Stella
1977,Dylan,Elena
1977,Grayson,Lucy
1977,Santiago,Riley
1977,Asher,Zoe
1977,Nolan,Addison
1977,Leonardo,Delilah
1977,Elias,Leilani
1977,Hudson,Hannah
1977,Nathan,Quinn
1977,Jayden,Ivy
1977,Josiah,Natalia
1977,Ryan,Naomi
1977,Caleb,Brooklyn
1977,Isaiah,Natalie
1977,Maverick,Leah
1977,Ezra,Ruby
1977,Adam,Vivian
1977,Christopher,Liliana
1977,Jaxon,Maeve
1977,Adrian,Everly
1977,Joshua,Hailey
1977,Dominic,Aubrey
1977,Nicholas,Madelyn
1977,Jonathan,Audrey
1977,Andrew,Savannah
1977,Gael,Aurora
1977,Connor,Claire
1977,Ezekiel,Josephine
1977,Landon,Bella
1977,Emmett,Gabriella
1977,Angel,Kinsley
1977,Bennett,Samantha
1977,Jordan,Aaliyah
1977,Brooks,Madeline
1977,Vincent,Eloise
1977,Everett,Skylar
1977,Aaron,Anna
1977,Declan,Ximena
1977,Amir,Julia
1977,Wesley,Ayla
1977,Eli,Cecilia
1977,Kai,Kennedy
1977,Damian,Sophie
1977,Robert,Margaret
1977,Axel,Ariana
1977,Beau,Autumn
1977,Easton,Allison
1977,Colton,Valentina
1977,Cooper,Clara
1977,George,Piper
1977,Ian,Eva
1977,Christian,Mackenzie
1977,Roman,Alice
1977,Messiah,Cora
1977,Theo,Paisley
1977,Jaxson,Serenity
1977,Austin,Rose
1977,Giovanni, 
1978,Noah,Olivia
1978,Liam,Emma
1978,Oliver,Sophia
1978,Henry,Charlotte
1978,Benjamin,Amelia
1978,Alexander,Ava
1978,Theodore,Isabella
1978,William,Mia
1978,Mateo,Evelyn
1978,Logan,Camila
1978,James,Sofia
1978,Lucas,Gianna
1978,Owen,Eleanor
1978,Daniel,Nora
1978,Jack,Layla
1978,Michael,Emily
1978,Leo,Elizabeth
1978,Elijah,Harper
1978,Sebastian,Mila
1978,Mason,Avery
1978,Anthony,Abigail
1978,Joseph,Luna
1978,Ethan,Emilia
1978,Jackson,Penelope
1978,Aiden,Ella
1978,Julian,Aria
1978,Levi,Grace
1978,Luca,Scarlett
1978,John,Chloe
1978,Jacob,Violet
1978,Charles,Isla
1978,Thomas,Zoey
1978,Wyatt,Hazel
1978,Isaac,Lily
1978,Miles,Maya
1978,David,Nova
1978,Gabriel,Eliana
1978,Matthew,Lillian
1978,Lincoln,Madison
1978,Carter,Willow
1978,Cameron,Ellie
1978,Samuel,Victoria
1978,Luke,Stella
1978,Dylan,Elena
1978,Grayson,Lucy
1978,Santiago,Riley
1978,Asher,Zoe
1978,Nolan,Addison
1978,Leonardo,Delilah
1978,Elias,Leilani
1978,Hudson,Hannah
1978,Nathan,Quinn
1978,Jayden,Ivy
1978,Josiah,Natalia
1978,Ryan,Naomi
1978,Caleb,Brooklyn
1978,Isaiah,Natalie
1978,Maverick,Leah
1978,Ezra,Ruby
1978,Adam,Vivian
1978,Christopher,Liliana
1978,Jaxon,Maeve
1978,Adrian,Everly
1978,Joshua,Hailey
1978,Dominic,Aubrey
1978,Nicholas,Madelyn
1978,Jonathan,Audrey
1978,Andrew,Savannah
1978,Gael,Aurora
1978,Connor,Claire
1978,Ezekiel,Josephine
1978,Landon,Bella
1978,Emmett,Gabriella
1978,Angel,Kinsley
1978,Bennett,Samantha
1978,Jordan,Aaliyah
1978,Brooks,Madeline
1978,Vincent,Eloise
1978,Everett,Skylar
1978,Aaron,Anna
1978,Declan,Ximena
1978,Amir,Julia
1978,Wesley,Ayla
1978,Eli,Cecilia
1978,Kai,Kennedy
1978,Damian,Sophie
1978,Robert,Margaret
1978,Axel,Ariana
1978,Beau,Autumn
1978,Easton,Allison
1978,Colton,Valentina
1978,Cooper,Clara
1978,George,Piper
1978,Ian,Eva
1978,Christian,Mackenzie
1978,Roman,Alice
1978,Messiah,Cora
1978,Theo,Paisley
1978,Jaxson,Serenity
1978,Austin,Rose
1978,Giovanni, 
1979,Noah,Olivia
1979,Liam,Emma
1979,Oliver,Sophia
1979,Henry,Charlotte
1979,Benjamin,Amelia
1979,Alexander,Ava
1979,Theodore,Isabella
1979,William,Mia
1979,Mateo,Evelyn
1979,Logan,Camila
1979,James,Sofia
1979,Lucas,Gianna
1979,Owen,Eleanor
1979,Daniel,Nora
1979,Jack,Layla
1979,Michael,Emily
1979,Leo,Elizabeth
1979,Elijah,Harper
1979,Sebastian,Mila
1979,Mason,Avery
1979,Anthony,Abigail
1979,Joseph,Luna
1979,Ethan,Emilia
1979,Jackson,Penelope
1979,Aiden,Ella
1979,Julian,Aria
1979,Levi,Grace
1979,Luca,Scarlett
1979,John,Chloe
1979,Jacob,Violet
1979,Charles,Isla
1979,Thomas,Zoey
1979,Wyatt,Hazel
1979,Isaac,Lily
1979,Miles,Maya
1979,David,Nova
1979,Gabriel,Eliana
1979,Matthew,Lillian
1979,Lincoln,Madison
1979,Carter,Willow
1979,Cameron,Ellie
1979,Samuel,Victoria
1979,Luke,Stella
1979,Dylan,Elena
1979,Grayson,Lucy
1979,Santiago,Riley
1979,Asher,Zoe
1979,Nolan,Addison
1979,Leonardo,Delilah
1979,Elias,Leilani
1979,Hudson,Hannah
1979,Nathan,Quinn
1979,Jayden,Ivy
1979,Josiah,Natalia
1979,Ryan,Naomi
1979,Caleb,Brooklyn
1979,Isaiah,Natalie
1979,Maverick,Leah
1979,Ezra,Ruby
1979,Adam,Vivian
1979,Christopher,Liliana
1979,Jaxon,Maeve
1979,Adrian,Everly
1979,Joshua,Hailey
1979,Dominic,Aubrey
1979,Nicholas,Madelyn
1979,Jonathan,Audrey
1979,Andrew,Savannah
1979,Gael,Aurora
1979,Connor,Claire
1979,Ezekiel,Josephine
1979,Landon,Bella
1979,Emmett,Gabriella
1979,Angel,Kinsley
1979,Bennett,Samantha
1979,Jordan,Aaliyah
1979,Brooks,Madeline
1979,Vincent,Eloise
1979,Everett,Skylar
1979,Aaron,Anna
1979,Declan,Ximena
1979,Amir,Julia
1979,Wesley,Ayla
1979,Eli,Cecilia
1979,Kai,Kennedy
1979,Damian,Sophie
1979,Robert,Margaret
1979,Axel,Ariana
1979,Beau,Autumn
1979,Easton,Allison
1979,Colton,Valentina
1979,Cooper,Clara
1979,George,Piper
1979,Ian,Eva
1979,Christian,Mackenzie
1979,Roman,Alice
1979,Messiah,Cora
1979,Theo,Paisley
1979,Jaxson,Serenity
1979,Austin,Rose
1979,Giovanni, 
1980,Noah,Olivia
1980,Liam,Emma
1980,Oliver,Sophia
1980,Henry,Charlotte
1980,Benjamin,Amelia
1980,Alexander,Ava
1980,Theodore,Isabella
1980,William,Mia
1980,Mateo,Evelyn
1980,Logan,Camila
1980,James,Sofia
1980,Lucas,Gianna
1980,Owen,Eleanor
1980,Daniel,Nora
1980,Jack,Layla
1980,Michael,Emily
1980,Leo,Elizabeth
1980,Elijah,Harper
1980,Sebastian,Mila
1980,Mason,Avery
1980,Anthony,Abigail
1980,Joseph,Luna
1980,Ethan,Emilia
1980,Jackson,Penelope
1980,Aiden,Ella
1980,Julian,Aria
1980,Levi,Grace
1980,Luca,Scarlett
1980,John,Chloe
1980,Jacob,Violet
1980,Charles,Isla
1980,Thomas,Zoey
1980,Wyatt,Hazel
1980,Isaac,Lily
1980,Miles,Maya
1980,David,Nova
1980,Gabriel,Eliana
1980,Matthew,Lillian
1980,Lincoln,Madison
1980,Carter,Willow
1980,Cameron,Ellie
1980,Samuel,Victoria
1980,Luke,Stella
1980,Dylan,Elena
1980,Grayson,Lucy
1980,Santiago,Riley
1980,Asher,Zoe
1980,Nolan,Addison
1980,Leonardo,Delilah
1980,Elias,Leilani
1980,Hudson,Hannah
1980,Nathan,Quinn
1980,Jayden,Ivy
1980,Josiah,Natalia
1980,Ryan,Naomi
1980,Caleb,Brooklyn
1980,Isaiah,Natalie
1980,Maverick,Leah
1980,Ezra,Ruby
1980,Adam,Vivian
1980,Christopher,Liliana
1980,Jaxon,Maeve
1980,Adrian,Everly
1980,Joshua,Hailey
1980,Dominic,Aubrey
1980,Nicholas,Madelyn
1980,Jonathan,Audrey
1980,Andrew,Savannah
1980,Gael,Aurora
1980,Connor,Claire
1980,Ezekiel,Josephine
1980,Landon,Bella
1980,Emmett,Gabriella
1980,Angel,Kinsley
1980,Bennett,Samantha
1980,Jordan,Aaliyah
1980,Brooks,Madeline
1980,Vincent,Eloise
1980,Everett,Skylar
1980,Aaron,Anna
1980,Declan,Ximena
1980,Amir,Julia
1980,Wesley,Ayla
1980,Eli,Cecilia
1980,Kai,Kennedy
1980,Damian,Sophie
1980,Robert,Margaret
1980,Axel,Ariana
1980,Beau,Autumn
1980,Easton,Allison
1980,Colton,Valentina
1980,Cooper,Clara
1980,George,Piper
1980,Ian,Eva
1980,Christian,Mackenzie
1980,Roman,Alice
1980,Messiah,Cora
1980,Theo,Paisley
1980,Jaxson,Serenity
1980,Austin,Rose
1980,Giovanni, 
1981,Noah,Olivia
1981,Liam,Emma
1981,Oliver,Sophia
1981,Henry,Charlotte
1981,Benjamin,Amelia
1981,Alexander,Ava
1981,Theodore,Isabella
1981,William,Mia
1981,Mateo,Evelyn
1981,Logan,Camila
1981,James,Sofia
1981,Lucas,Gianna
1981,Owen,Eleanor
1981,Daniel,Nora
1981,Jack,Layla
1981,Michael,Emily
1981,Leo,Elizabeth
1981,Elijah,Harper
1981,Sebastian,Mila
1981,Mason,Avery
1981,Anthony,Abigail
1981,Joseph,Luna
1981,Ethan,Emilia
1981,Jackson,Penelope
1981,Aiden,Ella
1981,Julian,Aria
1981,Levi,Grace
1981,Luca,Scarlett
1981,John,Chloe
1981,Jacob,Violet
1981,Charles,Isla
1981,Thomas,Zoey
1981,Wyatt,Hazel
1981,Isaac,Lily
1981,Miles,Maya
1981,David,Nova
1981,Gabriel,Eliana
1981,Matthew,Lillian
1981,Lincoln,Madison
1981,Carter,Willow
1981,Cameron,Ellie
1981,Samuel,Victoria
1981,Luke,Stella
1981,Dylan,Elena
1981,Grayson,Lucy
1981,Santiago,Riley
1981,Asher,Zoe
1981,Nolan,Addison
1981,Leonardo,Delilah
1981,Elias,Leilani
1981,Hudson,Hannah
1981,Nathan,Quinn
1981,Jayden,Ivy
1981,Josiah,Natalia
1981,Ryan,Naomi
1981,Caleb,Brooklyn
1981,Isaiah,Natalie
1981,Maverick,Leah
1981,Ezra,Ruby
1981,Adam,Vivian
1981,Christopher,Liliana
1981,Jaxon,Maeve
1981,Adrian,Everly
1981,Joshua,Hailey
1981,Dominic,Aubrey
1981,Nicholas,Madelyn
1981,Jonathan,Audrey
1981,Andrew,Savannah
1981,Gael,Aurora
1981,Connor,Claire
1981,Ezekiel,Josephine
1981,Landon,Bella
1981,Emmett,Gabriella
1981,Angel,Kinsley
1981,Bennett,Samantha
1981,Jordan,Aaliyah
1981,Brooks,Madeline
1981,Vincent,Eloise
1981,Everett,Skylar
1981,Aaron,Anna
1981,Declan,Ximena
1981,Amir,Julia
1981,Wesley,Ayla
1981,Eli,Cecilia
1981,Kai,Kennedy
1981,Damian,Sophie
1981,Robert,Margaret
1981,Axel,Ariana
1981,Beau,Autumn
1981,Easton,Allison
1981,Colton,Valentina
1981,Cooper,Clara
1981,George,Piper
1981,Ian,Eva
1981,Christian,Mackenzie
1981,Roman,Alice
1981,Messiah,Cora
1981,Theo,Paisley
1981,Jaxson,Serenity
1981,Austin,Rose
1981,Giovanni, 
1982,Noah,Olivia
1982,Liam,Emma
1982,Oliver,Sophia
1982,Henry,Charlotte
1982,Benjamin,Amelia
1982,Alexander,Ava
1982,Theodore,Isabella
1982,William,Mia
1982,Mateo,Evelyn
1982,Logan,Camila
1982,James,Sofia
1982,Lucas,Gianna
1982,Owen,Eleanor
1982,Daniel,Nora
1982,Jack,Layla
1982,Michael,Emily
1982,Leo,Elizabeth
1982,Elijah,Harper
1982,Sebastian,Mila
1982,Mason,Avery
1982,Anthony,Abigail
1982,Joseph,Luna
1982,Ethan,Emilia
1982,Jackson,Penelope
1982,Aiden,Ella
1982,Julian,Aria
1982,Levi,Grace
1982,Luca,Scarlett
1982,John,Chloe
1982,Jacob,Violet
1982,Charles,Isla
1982,Thomas,Zoey
1982,Wyatt,Hazel
1982,Isaac,Lily
1982,Miles,Maya
1982,David,Nova
1982,Gabriel,Eliana
1982,Matthew,Lillian
1982,Lincoln,Madison
1982,Carter,Willow
